72.71	0.0	72.71	0.0	72.44	0.27
62.86	0.0	62.88	0.03	52.56	15.01
56.11	1.36	56.91	0.26	40.91	6.92
46.18	0.37	46.37	0.09	37.26	2.43
39.69	1.26	39.98	1.75	43.31	0.76
