60.06	0.24	60.02	0.20	54.66	4.54
51.54	0.38	54.04	1.56	47.27	4.99
46.12	0.95	48.76	1.89	43.32	3.51
43.78	1.11	44.60	1.11	43.13	1.40
46.55	1.49	46.14	2.06	49.53	1.00
