41.39	0.39	42.24	0.3	47.81	0.14
40.88	0.46	45.57	1.21	54.37	0.22
44.7	0.39	46.76	0.24	52.04	0.2
48.84	0.47	49.73	0.17	52.12	0.28
52.43	0.56	53.14	0.83	54.43	0.18
