59.86	0.1	59.87	0.09	62.01	0.21
50.34	0.31	59.6	0.49	67.39	0.18
43.75	0.33	51.12	0.49	59.26	0.29
41.99	0.78	45.97	1.01	55.37	0.33
51.29	0.23	51.59	0.43	55.37	0.17
