39.41	1.16	39.17	0.97	38.95	1.44
39.24	1.77	42.43	3.11	47.24	1.42
40.89	1.56	42.67	2.27	48.01	1.28
46.18	1.49	44.68	1.41	50.76	0.64
50.71	1.49	50.01	2.91	53.31	1.02
