66.95	0.0	66.95	0.0	55.8	11.17
57.21	0.0	57.35	0.09	42.99	4.0
50.64	0.05	50.69	0.12	42.38	6.58
43.47	0.56	42.57	0.3	35.45	2.28
39.67	2.74	38.1	2.95	43.28	0.79
