61.32	0.0	61.32	0.0	62.0	0.22
47.99	0.04	52.52	1.41	57.64	3.06
40.45	0.19	46.69	3.76	46.9	1.63
43.41	0.28	45.68	0.95	48.53	0.3
52.63	0.82	53.4	1.4	56.11	0.19
