60.45	0.10	60.62	0.09	62.34	0.11
51.85	0.18	58.13	0.45	64.79	0.37
47.38	0.47	52.32	0.64	58.41	0.19
45.04	0.42	47.74	0.43	53.43	0.22
48.15	0.44	48.96	0.49	53.00	0.17
