61.32	0.0	61.35	0.04	62.08	0.1
47.97	0.1	60.57	0.11	65.51	0.13
41.43	0.09	52.18	0.59	56.82	0.1
43.65	0.33	46.86	0.33	51.93	0.13
53.05	0.44	54.18	0.27	56.62	0.07
