72.71	0.0	72.71	0.0	72.79	0.02
62.85	0.01	67.03	0.33	72.43	1.01
56.07	1.45	59.46	1.74	65.79	0.27
46.38	0.24	50.38	0.28	55.69	0.29
40.75	0.78	42.2	0.65	49.42	0.34
