66.95	0.0	66.95	0.0	67.02	0.06
57.19	0.04	57.89	0.11	64.25	0.3
50.95	0.09	52.07	0.15	58.14	0.11
44.36	0.26	45.75	0.36	52.03	0.09
43.21	0.18	43.71	0.27	49.18	0.08
